,track_id,artist_id,artist_name,artist_popularity,artist_followers,artist_genres,instrumentalness,duration_ms,time_signature,acousticness,speechiness,energy,loudness,tempo,key,valence,danceability,liveness
550,5j0XMz0nlx3uysAvoQNHjO,7Eu1txygG6nJttLHbZdQOh,Four Tet,63,278818,"alternative dance,electronic,indietronica,intelligent dance music,microhouse,new rave,nu jazz,trip hop",0.307,1224156,4,0.276,0.0432,0.461,-12.925,127.074,0,0.248,0.611,0.0971
551,3BaxuFlbs3jpHPN2okC57e,3qzktAIByIWbxVB5XjxpqL,Midnight Fusic,37,4679,malaysian indie,0.00277,253320,4,0.000198,0.0283,0.855,-4.757,113.985,2,0.32,0.658,0.108
552,08dchUuc3Nb8N96ojkB3wn,6hJtgCB3L5cnJSND7sp6GU,Detroit Swindle,49,36967,"deep disco house,deep house,deep soul house,disco house,float house,house,minimal tech house",0.803,379037,4,0.003,0.0938,0.735,-10.316,121.992,6,0.201,0.803,0.0714
553,5HtMrQOq7HNPCBP6UylEpy,6Y1nACvxtuuTjKx2b4Rwmb,Vessels,41,22486,post-rock,0.838,474508,4,0.00424,0.0471,0.862,-8.659,120.026,1,0.0986,0.553,0.104
554,55UrFw2uT17WkzT66sP6xJ,6Y1nACvxtuuTjKx2b4Rwmb,Vessels,41,22486,post-rock,0.16,367185,4,0.00122,0.0527,0.921,-6.684,131.989,8,0.232,0.555,0.132
555,13QwzIEtbuOgHXbwonVNxR,6Y1nACvxtuuTjKx2b4Rwmb,Vessels,41,22486,post-rock,0.927,517416,4,0.00161,0.0521,0.814,-6.922,120.002,1,0.178,0.599,0.0748
556,0qXADyDkr4BGAAsGNZMtRa,6Y1nACvxtuuTjKx2b4Rwmb,Vessels,41,22486,post-rock,0.909,354250,4,0.205,0.035,0.381,-15.436,128.0,10,0.0514,0.546,0.113
557,1IaqAErlNQk5SlpIkmP1DC,6B7hlHWFBeEw2LGfcDM7OR,Commix,36,13185,"drum and bass,drumfunk,jungle,liquid funk,neurofunk",0.0373,400880,4,0.000596,0.0386,0.889,-4.344,174.07,1,0.134,0.543,0.55
558,7ef4DlsgrMEH11cDZd32M6,7CajNmpbOovFoOoasH2HaY,Calvin Harris,91,14183886,"edm,electro house,house,pop,progressive house",2.19e-05,214847,4,0.037,0.11,0.862,-3.24,123.994,9,0.592,0.791,0.0814
559,0qGQXQdUNwPYQadGuELgEI,2FwDTncULUnmANIh7qKa5z,FKJ,70,347585,filter house,0.00374,182445,3,0.686,0.0429,0.228,-9.13,80.982,11,0.317,0.488,0.0835
560,6SEolIp22t0DzeBfCBo3hr,2FwDTncULUnmANIh7qKa5z,FKJ,70,347585,filter house,0.00327,311837,4,0.847,0.0485,0.169,-11.422,89.494,3,0.208,0.41,0.117
561,0wEOCfvCUkzK72M8pLLJ52,7H9Yrb2KoVErAUw0S0UVvv,Nikitch,26,1581,indie jazz,0.894,312731,1,0.00776,0.0452,0.753,-9.221,124.998,5,0.69,0.652,0.0603
562,2pkgwqLBZYSDkUGG7l2191,4yPF0okVf5WmxwRHZnUyAY,Raär,27,1754,,0.62,442000,4,0.362,0.0534,0.695,-8.228,120.996,11,0.0668,0.628,0.128
563,5F5dA3feOoROfU8VBpnOiy,0Vr0xxcbllx4JWHHxio088,Edu Imbernon,41,10360,deep melodic euro house,0.901,465556,4,0.000336,0.0685,0.725,-7.403,123.003,8,0.267,0.767,0.0784
564,47IUL5vAQ3VPCHVQlcuXsK,0vSfjPjAbekoehCpmy1RV1,Shakedown,48,5897,"chicago house,deep house,disco house,house,tech house,vocal house",0.17,217762,4,0.00284,0.0535,0.895,-7.276,124.007,1,0.171,0.72,0.0763
565,14hKtzUqlI1Sa1nfq0GXR3,2rspptKP0lPBdlJJAJHqht,Yussef Dayes,40,4507,british jazz,0.907,449507,4,0.347,0.0351,0.558,-11.91,82.901,1,0.412,0.34,0.0888
566,4Gj0vSfXSCS9MXKwAbsbSU,7rmuxvt1D8dIU920lNcR67,Rebekah,38,12420,"electra,minimal dub",0.82,317299,4,0.00213,0.0452,0.87,-10.797,134.994,7,0.0652,0.581,0.112
567,0KTnYJXEGLrIcv31kVe9M2,63MQldklfxkjYDoUE4Tppz,M83,70,1474549,"indietronica,metropopolis,neo-synthpop",0.29,641573,4,0.32,0.0385,0.413,-7.597,120.539,1,0.0348,0.2,0.0978
568,0HGm8ojWzmg7uq8CPF79AK,63MQldklfxkjYDoUE4Tppz,M83,70,1474549,"indietronica,metropopolis,neo-synthpop",0.000692,278267,4,0.391,0.0336,0.582,-6.02,82.889,2,0.247,0.198,0.142
569,3YrfxtQwctFtNB6LGZSwrb,63MQldklfxkjYDoUE4Tppz,M83,70,1474549,"indietronica,metropopolis,neo-synthpop",0.584,243147,4,0.0572,0.0419,0.185,-8.33,84.936,2,0.0306,0.176,0.459
570,6XDFFeinPXgy3auyC7huoC,63MQldklfxkjYDoUE4Tppz,M83,70,1474549,"indietronica,metropopolis,neo-synthpop",7.29e-05,322760,4,0.000973,0.0316,0.76,-6.844,105.008,6,0.038,0.408,0.112
571,3T62cVLtRAUSQLulGkhBp7,4NbONoBXUifFCSRfsQI9T1,NHK yx Koyxen,16,1417,float house,0.853,558899,4,0.00793,0.0722,0.98,-9.213,128.002,0,0.283,0.801,0.107
572,4pMJF059Rex6E7L0Z1Iipx,0WSSKmoRbxqLf3MnXInQ2J,Max Cooper,50,54999,"deep melodic euro house,microhouse,minimal techno,tech house",0.942,378863,3,0.368,0.0427,0.552,-15.06,121.018,6,0.2,0.562,0.104
573,5vHLXvGmqWRuKn5RELyPNC,3nkHEHOcJY6qflwhkCW4sF,Phon.o,26,5899,,0.877,281999,4,0.000819,0.206,0.55,-9.173,137.042,11,0.336,0.712,0.0866
574,1tLBOs1VfMdriV5d3KUSWA,2C1P3ThaFeWtrpLNwWzpTT,Worriedaboutsatan,17,2046,,0.828,339072,4,0.0537,0.0436,0.395,-12.397,120.408,1,0.0392,0.248,0.12
575,395F9Ny1evTEhzBEeXdE9N,7zLjuOlmI8hpV3Mucw21dN,Holm CPU,19,272,,0.739,471972,4,0.0399,0.0473,0.76,-10.66,120.022,7,0.725,0.805,0.0642
576,6RewYu2hTmEuiSRSGUTPH5,5TGTpu4g8siFOIctZuQO7y,Sylvester,51,51598,"disco,hi-nrg,post-disco",0.000602,422133,4,0.0108,0.0342,0.632,-8.17,131.418,11,0.937,0.481,0.11
577,4lteGaLzU5veJOe6wnOvz4,3q2AjYY7FmiMh29bKki4EE,Gino Soccio,37,8085,"deep disco,disco,italian disco,post-disco",0.552,508120,4,0.0183,0.0884,0.339,-9.576,122.106,11,0.389,0.896,0.0311
578,3H8KLSq2yOiv6G6x9zOFmE,5hABGCgIH57T4NTNpp0gCL,Aged In Harmony,31,800,,0.435,187970,4,0.16,0.0534,0.448,-9.101,110.063,9,0.694,0.799,0.0479
579,55TihUjVHdi3zChAUtKgHE,1LxBgL2B6o2WASVrFPx0Iu,Rahaan,25,682,,0.000982,328859,4,0.00883,0.122,0.767,-10.314,126.889,7,0.968,0.882,0.434
580,7BWpm2YalRvilU9cEWpT8C,4kFx0jnLX2wqz1LiELfEsT,Talamanca System,20,766,,0.866,468640,4,0.00359,0.0404,0.884,-8.279,124.001,2,0.51,0.567,0.085
581,74BQnMyRjUzfAtWV8o9APe,2exkZbmNqMKnT8LRWuxWgy,Moderat,61,372424,"alternative dance,electronic,indietronica,microhouse,minimal techno,new rave",0.89,326931,4,0.323,0.0731,0.878,-8.891,127.066,1,0.563,0.738,0.763
582,3OaDyr3vJ7CyxaFSzpuJag,2exkZbmNqMKnT8LRWuxWgy,Moderat,61,372424,"alternative dance,electronic,indietronica,microhouse,minimal techno,new rave",0.925,244866,4,0.0129,0.0299,0.741,-9.153,124.01,5,0.215,0.556,0.713
583,2lQIev9hKxA24luSnE0EXc,2exkZbmNqMKnT8LRWuxWgy,Moderat,61,372424,"alternative dance,electronic,indietronica,microhouse,minimal techno,new rave",0.929,523466,4,0.36,0.0635,0.787,-11.128,138.031,11,0.152,0.628,0.953
584,1TScHUFdu7oLot8VE2V2Mg,2exkZbmNqMKnT8LRWuxWgy,Moderat,61,372424,"alternative dance,electronic,indietronica,microhouse,minimal techno,new rave",0.633,276986,4,0.401,0.0324,0.567,-9.773,133.012,7,0.197,0.409,0.797
585,2HAzx7Zmpebpcx5f6J2fAq,0c3I7EPZUCCG7khbUwQDjl,Airwolf,34,1801,,0.00147,204000,4,0.199,0.0687,0.911,-4.412,125.018,6,0.454,0.651,0.0656
586,4c60yLpE5lXvICT0pyEaZ5,2FwDTncULUnmANIh7qKa5z,FKJ,70,347585,filter house,0.00648,256800,4,0.176,0.169,0.72,-6.916,91.708,11,0.483,0.525,0.0769
587,57P9iYR8CPPgj1QtsNnjub,6hJtgCB3L5cnJSND7sp6GU,Detroit Swindle,49,36967,"deep disco house,deep house,deep soul house,disco house,float house,house,minimal tech house",0.895,399397,4,0.117,0.0592,0.986,-7.939,120.035,1,0.208,0.867,0.135
588,1V9g6Pg3LRmFIcV3LBX84B,7CSVLVGfYClzI2061XKrWe,Fouk,46,10112,"deep house,deep soul house,disco house,float house,minimal tech house,nu disco",0.129,370135,4,0.0118,0.259,0.421,-11.918,118.002,10,0.325,0.901,0.0892
589,5khPq0vRppL9gco0IEMJh6,4VivsO1n4n2Mi2Btyb5gfL,Cosmo's Midnight,59,44704,"australian dance,australian indie,indie dream pop,vapor soul",0.00227,241651,4,0.119,0.235,0.534,-11.899,109.079,8,0.442,0.725,0.0782
590,4WxOkaPDamNGlfWl3HWtCR,2o7L9DNcmzocYll1o0GGTU,Leon Vynehall,49,36808,"bass music,chamber psych,deep house,electronic,float house,fluxwork,future garage,indie jazz,indie r&b,indietronica,microhouse,minimal tech house,outsider house,tech house",0.665,312738,4,0.00419,0.102,0.811,-7.824,117.993,10,0.683,0.694,0.13
591,1UGPKkmY2tANnBSm317pB7,2o7L9DNcmzocYll1o0GGTU,Leon Vynehall,49,36808,"bass music,chamber psych,deep house,electronic,float house,fluxwork,future garage,indie jazz,indie r&b,indietronica,microhouse,minimal tech house,outsider house,tech house",0.00172,513381,4,0.0241,0.166,0.924,-6.646,119.998,1,0.738,0.742,0.357
592,19uZpCvv7D2xcz2KwXFgiO,2o7L9DNcmzocYll1o0GGTU,Leon Vynehall,49,36808,"bass music,chamber psych,deep house,electronic,float house,fluxwork,future garage,indie jazz,indie r&b,indietronica,microhouse,minimal tech house,outsider house,tech house",0.0507,510813,4,0.000521,0.347,0.868,-6.856,121.996,5,0.412,0.631,0.347
593,3H32dv4dBnX9nmuZBy5qEr,2o7L9DNcmzocYll1o0GGTU,Leon Vynehall,49,36808,"bass music,chamber psych,deep house,electronic,float house,fluxwork,future garage,indie jazz,indie r&b,indietronica,microhouse,minimal tech house,outsider house,tech house",0.294,351483,4,0.000868,0.196,0.797,-9.152,120.988,7,0.35,0.755,0.246
594,776YlBNqI693GaN1yxVGXo,2o7L9DNcmzocYll1o0GGTU,Leon Vynehall,49,36808,"bass music,chamber psych,deep house,electronic,float house,fluxwork,future garage,indie jazz,indie r&b,indietronica,microhouse,minimal tech house,outsider house,tech house",0.895,262941,4,0.00639,0.04,0.755,-7.419,119.969,5,0.772,0.718,0.145
595,1mHzFUEUK1Zhh824xNPF30,677sHrkjhB7IP4YwjzZyc4,Last Dinosaurs,55,74462,"australian indie,indie pop,indie psych-rock,indietronica,shimmer pop",1.88e-06,186187,4,0.00206,0.0458,0.849,-4.351,107.007,1,0.443,0.516,0.0683
596,3oco1LuoJRFes1ei09extm,677sHrkjhB7IP4YwjzZyc4,Last Dinosaurs,55,74462,"australian indie,indie pop,indie psych-rock,indietronica,shimmer pop",2.23e-06,222440,4,0.000311,0.0372,0.814,-4.349,110.969,0,0.55,0.505,0.219
597,50EkfMl5m0jz8xp0AEbJEI,677sHrkjhB7IP4YwjzZyc4,Last Dinosaurs,55,74462,"australian indie,indie pop,indie psych-rock,indietronica,shimmer pop",1.8e-06,224400,4,0.000559,0.0538,0.897,-4.633,118.04,6,0.419,0.491,0.423
598,5kc0K92YfnYr6rgO0xHZHT,677sHrkjhB7IP4YwjzZyc4,Last Dinosaurs,55,74462,"australian indie,indie pop,indie psych-rock,indietronica,shimmer pop",1.58e-05,251693,4,0.0266,0.0662,0.673,-6.95,121.84,11,0.762,0.459,0.107
599,5Y7HMYMdLeikXwcV43KvUx,677sHrkjhB7IP4YwjzZyc4,Last Dinosaurs,55,74462,"australian indie,indie pop,indie psych-rock,indietronica,shimmer pop",0.00956,209000,4,5.81e-05,0.0423,0.749,-6.875,133.953,5,0.514,0.375,0.346
600,68KlkUNTX8gRp7TrM1Ut5u,2cCUtGK9sDU2EoElnk0GNB,The National,71,912113,"chamber pop,folk-pop,indie folk,indie pop,indie rock,modern rock,stomp and holler",0.819,340187,4,0.701,0.0398,0.645,-8.955,122.97,0,0.258,0.491,0.106
601,31N4NJeasFHe3RVjtPCWPz,677sHrkjhB7IP4YwjzZyc4,Last Dinosaurs,55,74462,"australian indie,indie pop,indie psych-rock,indietronica,shimmer pop",3.14e-05,206951,4,8.4e-06,0.0712,0.965,-4.578,174.949,2,0.56,0.29,0.375
602,7k6phfGndOSCfL4TZRtLft,7tQUtCKjvswULFCA0Em0GM,Bileo,37,1871,,2.53e-05,206208,4,0.0723,0.0846,0.896,-9.251,130.35,2,0.963,0.755,0.407
603,0M2dqeUpxBGm8vujMTMhMV,6hJtgCB3L5cnJSND7sp6GU,Detroit Swindle,49,36967,"deep disco house,deep house,deep soul house,disco house,float house,house,minimal tech house",0.0335,476050,4,0.0355,0.0503,0.808,-9.887,119.996,8,0.241,0.707,0.671
604,2FLvrd931DRS9pRWFsTOs8,1EULJuDFWpZ9xg4YwtUGGt,Daniel Avery,47,45293,"chamber psych,electronic,float house,microhouse,minimal techno,shiver pop,tech house",0.0505,561770,4,0.141,0.0647,0.895,-10.044,126.003,11,0.747,0.71,0.363
605,5GZx06rmpaYZpwL90zyxXx,2ZUJPPIpRK31hReRC22ZmT,Commodo,34,6586,"bass music,dubstep,future garage,minimal dubstep,substep",0.894,291582,4,0.0406,0.113,0.517,-10.487,141.999,6,0.191,0.599,0.221
606,5URtxBD8uNRhLW358K8tOV,2ZUJPPIpRK31hReRC22ZmT,Commodo,34,6586,"bass music,dubstep,future garage,minimal dubstep,substep",0.424,217826,4,0.108,0.0412,0.476,-11.133,134.993,3,0.237,0.715,0.363
607,3vyxl36Eu0WtkUflIBwRXW,0QTEYauMG3DrAVPXCYMseu,Mala,36,23808,"bass music,dubstep",0.852,308524,4,0.0231,0.0476,0.771,-8.854,139.91,2,0.368,0.552,0.249
608,3wLKsXNqdISQEC5y1Tc7WR,6EnmXQhQQvFYrWorH0Duoy,Armonica,34,922,,0.831,384000,4,0.0201,0.0815,0.68,-11.255,120.0,10,0.412,0.801,0.0452
609,0ZY9kPt23t9OVMLyybvKCj,2D9Oe8R9UhbMvFAsMJpXj0,Kölsch,59,103596,"house,minimal techno,tech house,tropical house",0.815,345360,4,0.08,0.0499,0.927,-10.172,125.006,4,0.0326,0.791,0.0912
610,6uPXt2tONUmmsH6SBhUxjs,7MXbIUjuwEN0TSvsAFGPt1,Chekov,6,120,,0.899,350477,4,0.0343,0.058,0.976,-9.874,125.998,10,0.701,0.728,0.11
611,1Nd5OA5WX9gUN3z3D4XCkh,4tgLAVoK5kakO3R2bqcW9d,SAVE,17,318,,0.906,419724,4,0.089,0.0367,0.668,-11.595,122.01,1,0.21,0.729,0.115
612,4OVyOzLlwbiPLxRAlnuM87,0ddHqZkNzQv7cmCGN6NwXY,Phairo,29,625,,0.835,263036,4,0.0475,0.0538,0.454,-11.463,118.013,6,0.0876,0.871,0.0929
613,6IwLhXkkqbIxAyupZDdcRB,6r0kwDQDm9xYvIJRzkPFGU,Sam Irl,15,991,,0.831,399643,4,0.052,0.0545,0.704,-8.902,125.987,5,0.742,0.802,0.17
614,5TN8n4LQS8Or2WEnU56pXs,2sriRQRt36DnfHtD68zZlj,Dorian Concept,36,18027,"bass music,indie jazz,microhouse,ninja,wonky",0.0337,237064,1,0.385,0.0685,0.675,-9.347,124.056,10,0.323,0.621,0.347
615,1TghmiDxpCttmxI121iDjB,4d6dDvAt5jdSDAhH33UabE,DJ Dove,20,251,,0.794,190990,4,0.00139,0.056,0.907,-7.308,121.109,1,0.658,0.73,0.0419
616,61oVFZRP1HGAGYjG7UTdeG,0EI4QUj2X8auzHPD4rRgDR,Sekou Babe,9,63,,0.127,244188,4,0.0337,0.0632,0.855,-9.643,133.996,10,0.893,0.793,0.061
617,23pmIQSOl0VhC0tNQvrQjJ,22680B8sUdq6bL6nQaJfwg,Siriusmo,49,47048,"dance-punk,filter house,new rave",0.86,202507,4,0.0738,0.0386,0.899,-6.366,113.005,4,0.378,0.826,0.0657
618,3ce8aTkrvSuKAl814TBf2o,5cKSSXjPNJJ6Fkm9sCMplh,Coyu,38,15991,"deep minimal techno,deep tech house,house,minimal techno,tech house",0.887,554805,4,0.00214,0.0504,0.743,-9.517,123.015,6,0.0502,0.771,0.0953
619,2ZIaH69kaz55RM4Pjx6KXl,7Eu1txygG6nJttLHbZdQOh,Four Tet,63,278818,"alternative dance,electronic,indietronica,intelligent dance music,microhouse,new rave,nu jazz,trip hop",0.161,252256,4,0.327,0.0296,0.469,-8.393,75.495,2,0.498,0.551,0.0939
620,3OjXa0HLoWhbwxyDSNWTGa,68i1l0GWQ5dwzAy1UVNHNw,Martyn,37,14459,"bass music,broken beat,drum and bass,dub techno,dubstep,float house,fluxwork,footwork,future garage,intelligent dance music,microhouse,minimal tech house,minimal techno,outsider house,tech house,uk garage,wonky",0.714,481690,4,0.0275,0.102,0.564,-11.955,123.979,9,0.356,0.845,0.0753
621,1m031wBo8jFtX4trg2dtM2,0KqSULB80ft2H3aFg6kJmN,I Hate Models,40,19304,minimal dub,0.851,398444,4,0.0066,0.0732,0.968,-8.266,136.014,11,0.319,0.504,0.135
622,5U9EUpHyUALTkIgWOzM7id,6hJtgCB3L5cnJSND7sp6GU,Detroit Swindle,49,36967,"deep disco house,deep house,deep soul house,disco house,float house,house,minimal tech house",0.861,483478,4,0.00924,0.098,0.482,-10.449,123.03,4,0.163,0.798,0.147
623,7yfiOYKEXlKEfeRnOoPbdp,66MvYNf4ZnfPQlGC4ToBki,Julien Sandre,19,228,,0.0139,407805,4,0.0205,0.0815,0.775,-11.742,122.988,11,0.524,0.816,0.0793
624,0mgQzguRkL6skG870P8gCK,2UMMVkgNVl50GCP1goIBRe,Adesse Versions,36,1985,float house,0.217,335715,4,0.000197,0.302,0.197,-12.611,123.02,10,0.322,0.926,0.0813
625,14xKYcgY3nPgBB5MRevPWe,54Ih0LZfDmjLaXOlRy9Kbc,Earl Jeffers,10,539,,0.314,408266,4,0.00115,0.0694,0.761,-8.717,119.992,1,0.184,0.551,0.0951
626,4G3G1y9JmUsv4we3v7YapO,2qwi0hBvI2GrbkurOnw3hZ,Skee Mask,44,12405,"ambient,art pop,bass music,dub techno,electronic,float house,fluxwork,future garage,intelligent dance music,microhouse,minimal techno,outsider house",0.873,328920,4,0.000369,0.0917,0.878,-9.275,136.129,4,0.214,0.636,0.374
627,0EMy98IOnpGeGwQ6n1shag,2qwi0hBvI2GrbkurOnw3hZ,Skee Mask,44,12405,"ambient,art pop,bass music,dub techno,electronic,float house,fluxwork,future garage,intelligent dance music,microhouse,minimal techno,outsider house",0.895,291029,4,0.0189,0.0543,0.722,-12.615,168.011,2,0.0393,0.456,0.297
628,5zSGNCPUCQXsqzdYAggfUe,0o8ENM3dQlWJh4CkX0nGK7,Patrick Siech,12,644,swedish electronic,0.938,428750,4,0.0151,0.0561,0.736,-12.915,129.008,8,0.328,0.579,0.11
629,6GNhl1uNUMdvZMRuT9YPxF,6j7oCqripDrP3x226wAF5H,Shakarchi & Stranéus,42,1649,"float house,swedish electronic",0.77,314538,4,0.007,0.162,0.618,-8.672,125.004,10,0.609,0.787,0.139
630,6NYjoRywQaoVNjz5RVWDXc,3U3mTwYfkaDE4GAHTSagB8,Mauro Picotto & Riccardo Ferri,4,182,,0.875,524493,4,0.0684,0.0835,0.98,-8.012,140.008,4,0.0358,0.687,0.208
631,5UorFSSxIc28PiNR6elZ2p,4mS8v6OGLE0fegaoJL1IVw,Nachtbraker,34,3507,float house,0.651,436150,4,0.0262,0.0564,0.801,-8.129,125.996,1,0.857,0.757,0.0671
632,4sWJCVOn705QUBCDt81bPB,2tEyBfwGBfQgLXeAJW0MgC,Baltra,42,9461,"float house,lo-fi house,outsider house",0.881,354286,4,0.548,0.521,0.579,-11.503,125.984,5,0.632,0.877,0.111
633,1cfcIRbLPrBkhgqHX2XxyE,6ZBY7xp0TKiZx6TlQk19yh,Tlim Shug,28,1420,lo-fi house,0.87,356637,4,0.0768,0.0713,0.672,-16.111,114.995,7,0.116,0.736,0.0745
634,0SY58YTH1vzgZjPgGujdZo,2C8oK6C2ADfh9apDUFqKtX,Luvless,32,2443,,0.435,358362,4,0.00827,0.0682,0.584,-8.911,113.007,8,0.121,0.83,0.103
635,0lDKZO6dS927plsK7SGmh4,2o7L9DNcmzocYll1o0GGTU,Leon Vynehall,49,36808,"bass music,chamber psych,deep house,electronic,float house,fluxwork,future garage,indie jazz,indie r&b,indietronica,microhouse,minimal tech house,outsider house,tech house",0.583,379467,4,0.345,0.0523,0.451,-14.582,125.299,5,0.2,0.202,0.217
636,1OD2YXIOmfYmBAYfV1maRV,2o7L9DNcmzocYll1o0GGTU,Leon Vynehall,49,36808,"bass music,chamber psych,deep house,electronic,float house,fluxwork,future garage,indie jazz,indie r&b,indietronica,microhouse,minimal tech house,outsider house,tech house",0.366,231640,4,0.816,0.0284,0.304,-15.255,103.981,11,0.0392,0.52,0.0948
637,5uOvMs36GwI49MH2bWG967,2o7L9DNcmzocYll1o0GGTU,Leon Vynehall,49,36808,"bass music,chamber psych,deep house,electronic,float house,fluxwork,future garage,indie jazz,indie r&b,indietronica,microhouse,minimal tech house,outsider house,tech house",0.774,329293,4,0.596,0.05,0.335,-12.056,73.728,8,0.067,0.16,0.325
638,4ZLCnozTsRepUKdsqgD1bX,2o7L9DNcmzocYll1o0GGTU,Leon Vynehall,49,36808,"bass music,chamber psych,deep house,electronic,float house,fluxwork,future garage,indie jazz,indie r&b,indietronica,microhouse,minimal tech house,outsider house,tech house",0.584,266880,4,0.00447,0.068,0.723,-12.355,123.936,6,0.0801,0.431,0.107
639,6veCvzvt3wWauz17lQR6yL,2o7L9DNcmzocYll1o0GGTU,Leon Vynehall,49,36808,"bass music,chamber psych,deep house,electronic,float house,fluxwork,future garage,indie jazz,indie r&b,indietronica,microhouse,minimal tech house,outsider house,tech house",0.814,398337,4,0.00324,0.036,0.904,-7.266,119.977,5,0.807,0.724,0.285
640,6LGIHYdqeYo5bfyaunXeKm,7CSVLVGfYClzI2061XKrWe,Fouk,46,10112,"deep house,deep soul house,disco house,float house,minimal tech house,nu disco",0.914,353134,4,0.00469,0.065,0.737,-8.803,121.002,10,0.401,0.707,0.172
641,5QI3WYhkQGmLTjkjWNYPDl,2pfHsO54AOejDlJqtXnS85,Jimpster,40,11773,"broken beat,deep house,minimal tech house",0.493,369266,4,0.0542,0.0778,0.645,-5.923,122.979,8,0.591,0.809,0.0889
642,0YyKKjOgaV5qo6N9BhvSdQ,6OV4cVi0gURmdCwyIqSgh7,Cratebug,17,215,,0.753,412963,4,7.04e-05,0.0501,0.915,-8.043,126.0,7,0.449,0.793,0.0482
643,0dPh8qMvce72QBYlXFcEo2,4YLUMAgNyttwx4hUHgtBtR,Blue Lab Beats,48,12362,indie jazz,0.0,210693,4,0.0441,0.0822,0.539,-6.272,109.993,10,0.315,0.781,0.155
644,20EXVaP6ZwXBXD0Vb9ooFJ,4SoWhz7qApVfHCY5sy6Uq9,Gilles Peterson's Havana Cultura Band,32,7932,latin afrobeat,0.726,400255,3,0.425,0.127,0.482,-11.134,172.652,8,0.109,0.531,0.0879
645,6mdsbR0CHgukI56ulziEMP,2hmDAP9qrP22L93Pbq7FWM,30/70,36,6602,indie jazz,0.835,339840,4,0.429,0.0591,0.58,-12.672,124.986,11,0.53,0.672,0.387
646,4gZ2BuVw0cmvee7wV5RB90,2UMMVkgNVl50GCP1goIBRe,Adesse Versions,36,1985,float house,0.789,336925,4,0.00154,0.0829,0.602,-10.715,122.988,9,0.47,0.755,0.101
647,6pmxgXgWYp8fckN30VgA2j,0LbnJfxWhdi3m5C6BXfhRp,Alex M.,36,1559,hands up,0.316,346862,4,0.029,0.0727,0.717,-11.718,119.214,3,0.685,0.839,0.17
648,3voInjUQ0IojxdZYUPThBe,4ssHihhGpCx4eftfzAI3jq,Alexander Robotnick,28,3827,electro,0.919,437073,4,0.00465,0.0586,0.831,-7.209,122.999,1,0.969,0.803,0.0534
649,1OhnbJqJow4DPYfH4CLTE0,7jQL7Zs8uuQrfCZvHz6dEP,Andrea,26,618,,0.864,335390,4,2.81e-05,0.0736,0.974,-6.534,126.961,6,0.435,0.263,0.178
650,39RB0IqpC50lOetWU4qZT8,7sdFsJNQmnXEJjpgeVeQWO,Andres,37,2586,,0.937,247720,4,1.95e-05,0.0789,0.563,-8.369,118.101,6,0.981,0.91,0.215
651,4mMegmQrkv4Bdweag2msGl,4TSLRQcJGybQuNA8ybueEy,Art of Tones,35,3319,"deep house,disco house,minimal tech house",0.417,328423,4,0.0965,0.112,0.644,-8.764,120.997,8,0.962,0.842,0.34
652,3l47smv2SRFiZDlVNOFPo3,44K6bsfB3sHYLZd11Z7XuN,Awdha,4,41,,0.527,410410,4,0.000643,0.211,0.983,-7.22,128.983,2,0.12,0.799,0.272
653,6yEAdiQKfJtf49MYa43jkz,1aBDI4nH6OfAkNyUX08O2V,Ben Hauke,33,826,,0.0442,265460,4,0.00285,0.189,0.405,-14.681,120.009,9,0.582,0.954,0.0948
654,451t6lrYth1CDL2oZaZUFP,7w29UYBi0qsHi5RTcv3lmA,Björk,64,820105,"alternative dance,art pop,chamber pop,electronic,electropop,experimental pop,folk-pop,icelandic pop,metropopolis,permanent wave,pop rock,trip hop",3.02e-05,308053,4,0.0144,0.0425,0.64,-9.587,179.978,7,0.391,0.616,0.0749
655,5WwjuXb808g762BVOY2oW9,64kN9EkSTHYhda2FupL0KI,Blawan,36,22087,"bass music,detroit techno,dub techno,electro,float house,fluxwork,footwork,future garage,mandible,microhouse,minimal dub,minimal tech house,minimal techno,outsider house,tech house,techno",0.822,332127,4,0.187,0.0408,0.773,-11.94,129.018,0,0.194,0.6,0.266
656,0n6WH06dJa8wOFGfYPTDJH,64kN9EkSTHYhda2FupL0KI,Blawan,36,22087,"bass music,detroit techno,dub techno,electro,float house,fluxwork,footwork,future garage,mandible,microhouse,minimal dub,minimal tech house,minimal techno,outsider house,tech house,techno",0.815,362143,4,0.115,0.127,0.676,-9.396,128.013,6,0.52,0.806,0.127
657,4imlrCIKD8FyV02qJgRXsm,64kN9EkSTHYhda2FupL0KI,Blawan,36,22087,"bass music,detroit techno,dub techno,electro,float house,fluxwork,footwork,future garage,mandible,microhouse,minimal dub,minimal tech house,minimal techno,outsider house,tech house,techno",0.759,381493,4,0.000755,0.0547,0.772,-10.668,133.993,10,0.466,0.66,0.215
658,3b3m879PG1gDVNLTRqtQoE,64kN9EkSTHYhda2FupL0KI,Blawan,36,22087,"bass music,detroit techno,dub techno,electro,float house,fluxwork,footwork,future garage,mandible,microhouse,minimal dub,minimal tech house,minimal techno,outsider house,tech house,techno",0.876,420489,4,0.402,0.285,0.725,-14.184,129.003,11,0.132,0.546,0.448
